,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6
336,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
337,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
338,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
339,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
340,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
341,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
342,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
343,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
344,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
345,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
346,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
347,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
348,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
349,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
350,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
351,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
352,-0.41382205,-0.4579568,-0.6363977,0.16241759,-0.21112275,-0.026732553
353,-0.41382205,-0.4579568,-0.6363977,0.16241759,-0.21112275,-0.026732553
354,-0.41382205,-0.4579568,-0.6363977,0.16241759,-0.21112275,-0.026732553
355,-0.41382205,-0.4579568,-0.6363977,0.16241759,-0.21112275,-0.026732553
356,-0.41382205,-0.4579568,-0.6363977,0.16241759,-0.21112275,-0.026732553
357,-0.41382205,-0.4579568,-0.6363977,0.16241759,-0.21112275,-0.026732553
358,-0.11544842,-0.5463825,-0.58734065,-0.099188894,-0.10079354,-0.01768893
359,-0.11544842,-0.5463825,-0.58734065,-0.099188894,-0.10079354,-0.01768893
360,-0.11544842,-0.5463825,-0.58734065,-0.099188894,-0.10079354,-0.01768893
361,-0.11544842,-0.5463825,-0.58734065,-0.099188894,-0.10079354,-0.01768893
362,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
363,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
364,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
365,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
366,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
367,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
368,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
369,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
370,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
371,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
372,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
373,-1.0044014,-0.49775773,-0.5296713,-0.07476088,-0.071140856,-0.029060055
374,-1.0044014,-0.49775773,-0.5296713,-0.07476088,-0.071140856,-0.029060055
375,-1.0044014,-0.49775773,-0.5296713,-0.07476088,-0.071140856,-0.029060055
376,-1.0044014,-0.49775773,-0.5296713,-0.07476088,-0.071140856,-0.029060055
377,-0.7080838,-0.513966,-0.54889435,-0.08290354,-0.08102505,-0.025269665
378,-0.7080838,-0.513966,-0.54889435,-0.08290354,-0.08102505,-0.025269665
379,-0.7080838,-0.513966,-0.54889435,-0.08290354,-0.08102505,-0.025269665
380,-0.7080838,-0.513966,-0.54889435,-0.08290354,-0.08102505,-0.025269665
381,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
382,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
383,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
384,-0.40971026,-0.60239166,-0.49983737,-0.34451008,0.029304124,-0.016226059
385,-0.11544842,-0.5463825,-0.58734065,-0.099188894,-0.10079354,-0.01768893
386,1.0698225,-0.6112155,-0.6642333,-0.13175958,-0.14033057,-0.0025274446
387,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
388,1.0698225,-0.6112155,-0.6642333,-0.13175958,-0.14033057,-0.0025274446
389,1.0698225,-0.6112155,-0.6642333,-0.13175958,-0.14033057,-0.0025274446
390,1.0698225,-0.6112155,-0.6642333,-0.13175958,-0.14033057,-0.0025274446
391,1.0698225,-0.6112155,-0.6642333,-0.13175958,-0.14033057,-0.0025274446
392,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
393,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
394,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
395,3.4403636,-0.74088156,-0.8180183,-0.19690101,-0.21940444,0.027795548
396,0.5812116,-0.38378102,0.7415257,0.15497482,-0.21076672,-0.028076753
397,0.5812116,-0.38378102,0.7415257,0.15497482,-0.21076672,-0.028076753
398,0.5812116,-0.38378102,0.7415257,0.15497482,-0.21076672,-0.028076753
399,0.5812116,-0.38378102,0.7415257,0.15497482,-0.21076672,-0.028076753
400,0.5812116,-0.38378102,0.7415257,0.15497482,-0.21076672,-0.028076753
401,0.5812116,-0.38378102,0.7415257,0.15497482,-0.21076672,-0.028076753
402,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
403,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
404,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
405,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
406,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
407,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
408,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
409,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
410,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
411,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
412,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
413,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
414,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
415,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
416,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
417,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
418,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
419,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
420,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
421,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
422,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
423,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
424,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
425,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
426,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
427,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
428,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
429,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
430,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
431,3.2583508,-0.89074254,0.90991837,-1.1856283,0.30134234,0.032302834
432,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
433,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
434,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
435,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
436,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
437,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
438,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
439,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
440,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
441,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
442,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
443,0.5853235,-0.5282159,0.8780861,-0.35195294,0.029660204,-0.017570244
444,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
445,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
446,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
447,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
448,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
449,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
450,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
451,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
452,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
453,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
454,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
455,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
456,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
457,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
458,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
459,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
460,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
461,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
462,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
463,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
464,1.1738472,-0.41619745,0.70307934,0.13868947,-0.23053522,-0.020495994
465,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
466,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
467,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
468,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
469,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
470,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
471,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
472,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
473,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
474,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
475,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
476,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
477,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
478,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
479,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
480,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
481,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
482,3.5443885,-0.54586357,0.54929423,0.07354805,-0.30960914,0.0098269805
483,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
484,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
485,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
486,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
487,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
488,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
489,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
490,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
491,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
492,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
493,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
494,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
495,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
496,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
497,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
498,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
499,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
500,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
501,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
502,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
503,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
504,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
505,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
506,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
507,-0.96262825,-0.011176003,0.07717587,0.5202543,0.9475193,-0.14028403
508,-0.96262825,-0.011176003,0.07717587,0.5202543,0.9475193,-0.14028403
509,-0.96262825,-0.011176003,0.07717587,0.5202543,0.9475193,-0.14028403
510,-0.96262825,-0.011176003,0.07717587,0.5202543,0.9475193,-0.14028403
511,-0.96262825,-0.011176003,0.07717587,0.5202543,0.9475193,-0.14028403
512,-0.96262825,-0.011176003,0.07717587,0.5202543,0.9475193,-0.14028403
513,-0.2933436,-0.13791634,0.11927403,0.1851035,1.0755466,-0.12518916
514,1.480451,-0.09073086,-0.13262527,0.6431752,0.77581435,-0.11295342
515,0.29106832,0.11853698,-0.19229312,1.1826736,0.57492435,-0.13862143
516,0.29106832,0.11853698,-0.19229312,1.1826736,0.57492435,-0.13862143
517,2.3796837,-0.500443,0.15110628,-0.64857215,1.3472289,-0.07531604
518,2.3796837,-0.500443,0.15110628,-0.64857215,1.3472289,-0.07531604
519,0.5894419,0.030111186,-0.14323598,0.92106706,0.68525356,-0.12957779
520,0.5894419,0.030111186,-0.14323598,0.92106706,0.68525356,-0.12957779
521,1.186189,-0.14674012,-0.045121837,0.39785397,0.90591186,-0.11149053
522,1.186189,-0.14674012,-0.045121837,0.39785397,0.90591186,-0.11149053
523,1.766489,0.2541482,-0.4932492,1.9023516,0.16486275,-0.13542928
524,1.766489,0.2541482,-0.4932492,1.9023516,0.16486275,-0.13542928
525,2.3632364,0.0772967,-0.3951352,1.3791387,0.3855211,-0.11734206
526,2.3632364,0.0772967,-0.3951352,1.3791387,0.3855211,-0.11734206
527,2.3796837,-0.500443,0.15110628,-0.64857215,1.3472289,-0.07531604
528,2.3796837,-0.500443,0.15110628,-0.64857215,1.3472289,-0.07531604
529,3.5567307,-0.2764062,-0.19890699,0.3327125,0.826838,-0.08116755
530,3.5567307,-0.2764062,-0.19890699,0.3327125,0.826838,-0.08116755
531,3.5567307,-0.2764062,-0.19890699,0.3327125,0.826838,-0.08116755
532,3.5567307,-0.2764062,-0.19890699,0.3327125,0.826838,-0.08116755
533,0.5976654,-0.25875857,0.12988478,-0.09278844,1.1661074,-0.10856477
534,0.5976654,-0.25875857,0.12988478,-0.09278844,1.1661074,-0.10856477
535,-0.59171724,-0.049490687,0.07021716,0.44671,0.9652173,-0.13423274
536,-0.59171724,-0.049490687,0.07021716,0.44671,0.9652173,-0.13423274
537,-0.2933436,-0.13791634,0.11927403,0.1851035,1.0755466,-0.12518916
538,-0.2933436,-0.13791634,0.11927403,0.1851035,1.0755466,-0.12518916
539,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
540,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
541,0.5976654,-0.25875857,0.12988478,-0.09278844,1.1661074,-0.10856477
542,0.29106832,0.11853698,-0.19229312,1.1826736,0.57492435,-0.13862143
543,0.29106832,0.11853698,-0.19229312,1.1826736,0.57492435,-0.13862143
544,1.186189,-0.14674012,-0.045121837,0.39785397,0.90591186,-0.11149053
545,1.186189,-0.14674012,-0.045121837,0.39785397,0.90591186,-0.11149053
546,0.5894419,0.030111186,-0.14323598,0.92106706,0.68525356,-0.12957779
547,0.5894419,0.030111186,-0.14323598,0.92106706,0.68525356,-0.12957779
548,2.3796837,-0.500443,0.15110628,-0.64857215,1.3472289,-0.07531604
549,1.766489,0.2541482,-0.4932492,1.9023516,0.16486275,-0.13542928
550,1.766489,0.2541482,-0.4932492,1.9023516,0.16486275,-0.13542928
551,2.3632364,0.0772967,-0.3951352,1.3791387,0.3855211,-0.11734206
552,2.3632364,0.0772967,-0.3951352,1.3791387,0.3855211,-0.11734206
553,-0.59171724,-0.049490687,0.07021716,0.44671,0.9652173,-0.13423274
554,-0.59171724,-0.049490687,0.07021716,0.44671,0.9652173,-0.13423274
555,-0.2933436,-0.13791634,0.11927403,0.1851035,1.0755466,-0.12518916
556,-0.2933436,-0.13791634,0.11927403,0.1851035,1.0755466,-0.12518916
557,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
558,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
559,0.5976654,-0.25875857,0.12988478,-0.09278844,1.1661074,-0.10856477
560,0.29106832,0.11853698,-0.19229312,1.1826736,0.57492435,-0.13862143
561,0.29106832,0.11853698,-0.19229312,1.1826736,0.57492435,-0.13862143
562,1.186189,-0.14674012,-0.045121837,0.39785397,0.90591186,-0.11149053
563,1.186189,-0.14674012,-0.045121837,0.39785397,0.90591186,-0.11149053
564,0.5894419,0.030111186,-0.14323598,0.92106706,0.68525356,-0.12957779
565,0.5894419,0.030111186,-0.14323598,0.92106706,0.68525356,-0.12957779
566,2.3796837,-0.500443,0.15110628,-0.64857215,1.3472289,-0.07531604
567,1.766489,0.2541482,-0.4932492,1.9023516,0.16486275,-0.13542928
568,1.766489,0.2541482,-0.4932492,1.9023516,0.16486275,-0.13542928
569,2.3632364,0.0772967,-0.3951352,1.3791387,0.3855211,-0.11734206
570,2.3632364,0.0772967,-0.3951352,1.3791387,0.3855211,-0.11734206
571,-0.59171724,-0.049490687,0.07021716,0.44671,0.9652173,-0.13423274
572,-0.59171724,-0.049490687,0.07021716,0.44671,0.9652173,-0.13423274
573,-0.2933436,-0.13791634,0.11927403,0.1851035,1.0755466,-0.12518916
574,-0.2933436,-0.13791634,0.11927403,0.1851035,1.0755466,-0.12518916
575,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
576,0.00091822655,-0.08190718,0.03177078,0.4304247,0.945449,-0.12665202
577,0.5976654,-0.25875857,0.12988478,-0.09278844,1.1661074,-0.10856477
578,0.29106832,0.11853698,-0.19229312,1.1826736,0.57492435,-0.13862143
579,0.29106832,0.11853698,-0.19229312,1.1826736,0.57492435,-0.13862143
580,1.186189,-0.14674012,-0.045121837,0.39785397,0.90591186,-0.11149053
581,1.186189,-0.14674012,-0.045121837,0.39785397,0.90591186,-0.11149053
582,0.5894419,0.030111186,-0.14323598,0.92106706,0.68525356,-0.12957779
583,0.5894419,0.030111186,-0.14323598,0.92106706,0.68525356,-0.12957779
584,2.3796837,-0.500443,0.15110628,-0.64857215,1.3472289,-0.07531604
585,1.766489,0.2541482,-0.4932492,1.9023516,0.16486275,-0.13542928
586,1.766489,0.2541482,-0.4932492,1.9023516,0.16486275,-0.13542928
587,2.3632364,0.0772967,-0.3951352,1.3791387,0.3855211,-0.11734206
588,2.3632364,0.0772967,-0.3951352,1.3791387,0.3855211,-0.11734206
589,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
590,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
591,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
592,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
593,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
594,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
595,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
596,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
597,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
598,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
599,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
600,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
601,-1.0578599,-0.29187235,0.8457198,0.20793468,-0.15985121,-0.049206413
602,-0.919025,-0.29721314,0.8345753,0.21203862,-0.16824105,-0.047593836
603,-0.6413558,-0.30789483,0.8122863,0.22024633,-0.18502091,-0.04436868
604,-1.0578599,-0.29187235,0.8457198,0.20793468,-0.15985121,-0.049206413
605,-0.919025,-0.29721314,0.8345753,0.21203862,-0.16824105,-0.047593836
606,-0.6413558,-0.30789483,0.8122863,0.22024633,-0.18502091,-0.04436868
607,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
608,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
609,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
610,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
611,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
612,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
613,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
614,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
615,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
616,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
617,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
618,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
619,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
620,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
621,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
622,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
623,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
624,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
625,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
626,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
627,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
628,-1.0578599,-0.29187235,0.8457198,0.20793468,-0.15985121,-0.049206413
629,-0.919025,-0.29721314,0.8345753,0.21203862,-0.16824105,-0.047593836
630,-0.6413558,-0.30789483,0.8122863,0.22024633,-0.18502091,-0.04436868
631,-1.0578599,-0.29187235,0.8457198,0.20793468,-0.15985121,-0.049206413
632,-0.919025,-0.29721314,0.8345753,0.21203862,-0.16824105,-0.047593836
633,-0.6413558,-0.30789483,0.8122863,0.22024633,-0.18502091,-0.04436868
634,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
635,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
636,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
637,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
638,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
639,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
640,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
641,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
642,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
643,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
644,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
645,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
646,-1.0904945,-0.2822008,0.84035426,0.23654792,-0.17191848,-0.05019558
647,-0.98429424,-0.2778701,0.82384425,0.26926506,-0.19237562,-0.049572133
648,-0.77189434,-0.26920858,0.7908237,0.33469915,-0.23328997,-0.048325285
649,-1.0578599,-0.29187235,0.8457198,0.20793468,-0.15985121,-0.049206413
650,-0.919025,-0.29721314,0.8345753,0.21203862,-0.16824105,-0.047593836
651,-0.6413558,-0.30789483,0.8122863,0.22024633,-0.18502091,-0.04436868
652,-1.0578599,-0.29187235,0.8457198,0.20793468,-0.15985121,-0.049206413
653,-0.919025,-0.29721314,0.8345753,0.21203862,-0.16824105,-0.047593836
654,-0.6413558,-0.30789483,0.8122863,0.22024633,-0.18502091,-0.04436868
655,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
656,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
657,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
658,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
659,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
660,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
661,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
662,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
663,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
664,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
665,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
666,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
667,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
668,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
669,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
670,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
671,-0.60405916,-0.318948,0.8184184,0.18754552,-0.17122974,-0.043238223
672,-0.011423729,-0.35136455,0.7799721,0.17126018,-0.19099827,-0.035657503
673,-0.9003768,-0.30273974,0.8376415,0.19568822,-0.16134551,-0.04702863
