,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
134,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
135,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
136,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
137,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
138,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
139,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
140,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
141,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
142,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
143,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
144,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
145,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
146,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
147,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
148,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
149,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
150,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
151,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
152,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
153,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
154,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
155,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
156,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
157,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
158,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
159,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
160,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
161,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
162,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
163,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
164,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
165,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
166,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
167,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
168,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
169,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
170,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
171,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
172,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
173,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
174,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
175,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
176,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
177,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
178,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
179,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
180,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
181,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
182,-1.3474526,-0.72228044,-0.29658282,-0.13221492,0.04259471,-0.07520851,-0.011445937
183,-1.1505225,-0.7411201,-0.23996505,-0.12869798,0.011423872,-0.07291375,-0.010801429
184,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
185,0.031058392,-0.8541572,0.09974194,-0.10759624,-0.1756013,-0.059145264,-0.0069343834
186,0.5690257,-0.605647,-0.20342106,-0.28152016,0.1549367,0.0040107397,-0.011176925
187,1.6449602,-0.10862653,-0.8097469,-0.629368,0.8160128,0.13032277,-0.01966199
188,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
189,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
190,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
191,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
192,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
193,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
194,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
195,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
196,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
197,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
198,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
199,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
200,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
201,-1.2802067,-0.6912167,-0.3344782,-0.15395537,0.08391199,-0.06731399,-0.01197624
202,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
203,-0.7566623,-0.7787992,-0.12672935,-0.12166403,-0.0509179,-0.06832427,-0.009512412
204,-0.4876785,-0.65454406,-0.27831087,-0.20862599,0.114351146,-0.036746252,-0.011633679
205,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
206,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
207,1.6449602,-0.10862653,-0.8097469,-0.629368,0.8160128,0.13032277,-0.01966199
208,0.031058392,-0.8541572,0.09974194,-0.10759624,-0.1756013,-0.059145264,-0.0069343834
209,1.6064994,-1.0048734,0.5526846,-0.07946064,-0.42496818,-0.04078727,-0.0017783205
210,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
211,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
212,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
213,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
214,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
215,0.040673617,-0.6300956,-0.24086596,-0.24507311,0.13464393,-0.016367763,-0.011405309
216,0.031058392,-0.8541572,0.09974194,-0.10759624,-0.1756013,-0.059145264,-0.0069343834
217,0.031058392,-0.8541572,0.09974194,-0.10759624,-0.1756013,-0.059145264,-0.0069343834
218,0.031058392,-0.8541572,0.09974194,-0.10759624,-0.1756013,-0.059145264,-0.0069343834
219,0.031058392,-0.8541572,0.09974194,-0.10759624,-0.1756013,-0.059145264,-0.0069343834
220,0.031058392,-0.8541572,0.09974194,-0.10759624,-0.1756013,-0.059145264,-0.0069343834
221,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
222,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
223,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
224,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
225,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
226,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
227,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
228,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
229,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
230,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
231,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
232,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
233,2.6824346,-0.50785303,-0.05364137,-0.42730838,0.23610781,0.08552473,-0.010263394
234,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
235,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
236,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
237,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
238,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
239,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
240,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
241,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
242,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
243,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
244,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
245,-1.0160307,-0.6789926,-0.31575572,-0.17217895,0.09405833,-0.05712477,-0.011862089
246,-1.1757021,0.0017675217,-0.029345032,0.2899207,-0.13140821,0.18359877,0.79024893
247,-1.1757021,0.0017675217,-0.029345032,0.2899207,-0.13140821,0.18359877,0.79024893
248,-0.78184193,-0.035911504,0.08389065,0.29695463,-0.19375,0.18818824,0.7915378
249,-0.78184193,-0.035911504,0.08389065,0.29695463,-0.19375,0.18818824,0.7915378
250,-0.78184193,-0.035911504,0.08389065,0.29695463,-0.19375,0.18818824,0.7915378
251,-0.78184193,-0.035911504,0.08389065,0.29695463,-0.19375,0.18818824,0.7915378
252,0.0058787162,-0.111269504,0.3103619,0.31102243,-0.31843343,0.19736725,0.7941159
253,0.0058787162,-0.111269504,0.3103619,0.31102243,-0.31843343,0.19736725,0.7941159
254,0.0058787162,-0.111269504,0.3103619,0.31102243,-0.31843343,0.19736725,0.7941159
255,0.0058787162,-0.111269504,0.3103619,0.31102243,-0.31843343,0.19736725,0.7941159
256,-0.77222675,0.18815018,-0.25671732,0.15947777,0.116495304,0.23096584,0.78706694
257,-0.77222675,0.18815018,-0.25671732,0.15947777,0.116495304,0.23096584,0.78706694
258,0.025109148,0.33685383,-0.37085387,0.036068756,0.3020571,0.28292227,0.7851739
259,0.025109148,0.33685383,-0.37085387,0.036068756,0.3020571,0.28292227,0.7851739
260,1.6197809,0.6342611,-0.599127,-0.21074933,0.6731807,0.38683534,0.7813883
261,1.6197809,0.6342611,-0.599127,-0.21074933,0.6731807,0.38683534,0.7813883
262,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
263,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
264,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
265,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
266,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
267,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
268,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
269,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
270,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
271,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
272,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
273,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
274,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
275,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
276,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
277,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
278,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
279,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
280,-1.1261907,0.5211074,0.3923586,-0.32360843,-0.058428977,-0.060924895,-0.012949049
