,Component_1,Component_2
269,-1.0491295,-0.011166376
270,-1.0491295,-0.011166376
271,-1.0491295,-0.011166376
272,-1.0491295,-0.011166376
273,-1.0491295,-0.011166376
274,-1.0491295,-0.011166376
275,-1.0491295,-0.011166376
276,-1.0491295,-0.011166376
277,-1.0491295,-0.011166376
278,-1.0491295,-0.011166376
279,-1.0491295,-0.011166376
280,-1.0491295,-0.011166376
281,-1.0491295,-0.011166376
282,-1.0491295,-0.011166376
283,-1.0491295,-0.011166376
284,-1.0491295,-0.011166376
285,-1.0491295,-0.011166376
286,-1.0491295,-0.011166376
287,-1.0491295,-0.011166376
288,-1.0491295,-0.011166376
289,-1.0491295,-0.011166376
290,-1.0491295,-0.011166376
291,-1.0491295,-0.011166376
292,-1.0491295,-0.011166376
293,-1.0491295,-0.011166376
294,-1.0491295,-0.011166376
295,-1.0491295,-0.011166376
296,-1.0491295,-0.011166376
297,-1.0491295,-0.011166376
298,-1.0491295,-0.011166376
299,-1.0491295,-0.011166376
300,-1.0491295,-0.011166376
301,-1.0491295,-0.011166376
302,-1.0491295,-0.011166376
303,-1.0491295,-0.011166376
304,-1.0491295,-0.011166376
305,-1.0491295,-0.011166376
306,-1.0491295,-0.011166376
307,-1.0491295,-0.011166376
308,-1.0491295,-0.011166376
309,-1.0491295,-0.011166376
310,-1.0491295,-0.011166376
311,-1.0491295,-0.011166376
312,-1.0491295,-0.011166376
313,-1.0491295,-0.011166376
314,-1.0491295,-0.011166376
315,-1.0491295,-0.011166376
316,-1.0491295,-0.011166376
317,-1.0491295,-0.011166376
318,-1.0491295,-0.011166376
319,-1.0491295,-0.011166376
320,-1.0491295,-0.011166376
321,-1.0491295,-0.011166376
322,-1.0491295,-0.011166376
323,-1.0491295,-0.011166376
324,-1.0491295,-0.011166376
325,-1.0491295,-0.011166376
326,-1.0491295,-0.011166376
327,-1.0491295,-0.011166376
328,-1.0491295,-0.011166376
329,-1.0491295,-0.011166376
330,-1.0491295,-0.011166376
331,-1.0491295,-0.011166376
332,-1.0491295,-0.011166376
333,-1.0491295,-0.011166376
334,-0.7783469,-0.2819491
335,-0.7783469,-0.2819491
336,-0.7783469,-0.2819491
337,-0.7783469,-0.2819491
338,-0.7783469,-0.2819491
339,-0.7783469,-0.2819491
340,-0.7783469,-0.2819491
341,-0.7783469,-0.2819491
342,-0.7783469,-0.2819491
343,-0.7783469,-0.2819491
344,-0.7783469,-0.2819491
345,-0.7783469,-0.2819491
346,-0.7783469,-0.2819491
347,-0.7783469,-0.2819491
348,-0.7783469,-0.2819491
349,-0.7783469,-0.2819491
350,-0.7783469,-0.2819491
351,-0.7783469,-0.2819491
352,-0.7877245,0.25023863
353,-0.7877245,0.25023863
354,-0.7877245,0.25023863
355,-0.7877245,0.25023863
356,-0.7877245,0.25023863
357,-0.7877245,0.25023863
358,-0.5169419,-0.020544073
359,-0.5169419,-0.020544073
360,-0.5169419,-0.020544073
361,-0.5169419,-0.020544073
362,2.676183,-0.076809675
363,2.676183,-0.076809675
364,2.676183,-0.076809675
365,2.676183,-0.076809675
366,2.676183,-0.076809675
367,2.676183,-0.076809675
368,2.676183,-0.076809675
369,2.676183,-0.076809675
370,2.676183,-0.076809675
371,2.676183,-0.076809675
372,2.676183,-0.076809675
373,-1.3152232,-0.00647767
374,-1.3152232,-0.00647767
375,-1.3152232,-0.00647767
376,-1.3152232,-0.00647767
377,-1.0491295,-0.011166376
378,-1.0491295,-0.011166376
379,-1.0491295,-0.011166376
380,-1.0491295,-0.011166376
381,-0.7783469,-0.2819491
382,-0.7783469,-0.2819491
383,-0.7783469,-0.2819491
384,-0.7783469,-0.2819491
385,-0.5169419,-0.020544073
386,0.547433,-0.03929927
387,2.676183,-0.076809675
388,0.547433,-0.03929927
389,0.547433,-0.03929927
390,0.547433,-0.03929927
391,0.547433,-0.03929927
392,2.676183,-0.076809675
393,2.676183,-0.076809675
394,2.676183,-0.076809675
395,2.676183,-0.076809675
396,0.015245535,-0.029921647
397,0.015245535,-0.029921647
398,0.015245535,-0.029921647
399,0.015245535,-0.029921647
400,0.015245535,-0.029921647
401,0.015245535,-0.029921647
402,0.547433,-0.03929927
403,0.547433,-0.03929927
404,0.547433,-0.03929927
405,0.024623042,-0.5621093
406,0.024623042,-0.5621093
407,0.024623042,-0.5621093
408,0.024623042,-0.5621093
409,0.024623042,-0.5621093
410,0.024623042,-0.5621093
411,0.024623042,-0.5621093
412,0.024623042,-0.5621093
413,0.024623042,-0.5621093
414,0.024623042,-0.5621093
415,0.024623042,-0.5621093
416,0.024623042,-0.5621093
417,0.024623042,-0.5621093
418,0.024623042,-0.5621093
419,0.024623042,-0.5621093
420,2.433533,-1.40259
421,2.433533,-1.40259
422,2.433533,-1.40259
423,2.433533,-1.40259
424,2.433533,-1.40259
425,2.433533,-1.40259
426,2.433533,-1.40259
427,2.433533,-1.40259
428,2.433533,-1.40259
429,2.433533,-1.40259
430,2.433533,-1.40259
431,2.433533,-1.40259
432,0.024623042,-0.5621093
433,0.024623042,-0.5621093
434,0.024623042,-0.5621093
435,0.024623042,-0.5621093
436,0.024623042,-0.5621093
437,0.024623042,-0.5621093
438,0.024623042,-0.5621093
439,0.024623042,-0.5621093
440,0.024623042,-0.5621093
441,0.024623042,-0.5621093
442,0.024623042,-0.5621093
443,0.024623042,-0.5621093
444,2.676183,-0.076809675
445,2.676183,-0.076809675
446,2.676183,-0.076809675
447,2.676183,-0.076809675
448,2.676183,-0.076809675
449,2.676183,-0.076809675
450,2.676183,-0.076809675
451,2.676183,-0.076809675
452,2.676183,-0.076809675
453,2.676183,-0.076809675
454,2.676183,-0.076809675
455,2.676183,-0.076809675
456,2.676183,-0.076809675
457,0.547433,-0.03929927
458,0.547433,-0.03929927
459,0.547433,-0.03929927
460,0.547433,-0.03929927
461,0.547433,-0.03929927
462,0.547433,-0.03929927
463,0.547433,-0.03929927
464,0.547433,-0.03929927
465,-1.0491295,-0.011166376
466,-1.0491295,-0.011166376
467,-1.0491295,-0.011166376
468,-1.0491295,-0.011166376
469,-1.0491295,-0.011166376
470,-1.0491295,-0.011166376
471,-1.0491295,-0.011166376
472,-1.0491295,-0.011166376
473,-1.0491295,-0.011166376
474,2.676183,-0.076809675
475,2.676183,-0.076809675
476,2.676183,-0.076809675
477,2.676183,-0.076809675
478,2.676183,-0.076809675
479,2.676183,-0.076809675
480,2.676183,-0.076809675
481,2.676183,-0.076809675
482,2.676183,-0.076809675
483,-0.5169419,-0.020544073
484,-0.5169419,-0.020544073
485,-0.5169419,-0.020544073
486,-0.5169419,-0.020544073
487,-0.5169419,-0.020544073
488,-0.5169419,-0.020544073
489,-0.5169419,-0.020544073
490,-0.5169419,-0.020544073
491,-0.5169419,-0.020544073
492,-1.0491295,-0.011166376
493,-1.0491295,-0.011166376
494,-1.0491295,-0.011166376
495,-1.0491295,-0.011166376
496,-1.0491295,-0.011166376
497,-1.0491295,-0.011166376
498,-1.0491295,-0.011166376
499,-1.0491295,-0.011166376
500,-1.0491295,-0.011166376
501,-0.5169419,-0.020544073
502,-0.5169419,-0.020544073
503,-0.5169419,-0.020544073
504,-0.5169419,-0.020544073
505,-0.5169419,-0.020544073
506,-0.5169419,-0.020544073
507,-1.3829188,0.06121802
508,-1.3829188,0.06121802
509,-1.3829188,0.06121802
510,-1.3829188,0.06121802
511,-1.3829188,0.06121802
512,-1.3829188,0.06121802
513,-0.7783469,-0.2819491
514,0.808838,0.22210576
515,-0.2649145,0.77304864
516,-0.2649145,0.77304864
517,1.6305631,-1.1224298
518,1.6305631,-1.1224298
519,0.005868021,0.502266
520,0.005868021,0.502266
521,0.547433,-0.03929927
522,0.547433,-0.03929927
523,1.0514878,1.5478861
524,1.0514878,1.5478861
525,1.5930529,1.0063208
526,1.5930529,1.0063208
527,1.6305631,-1.1224298
528,1.6305631,-1.1224298
529,2.676183,-0.076809675
530,2.676183,-0.076809675
531,2.676183,-0.076809675
532,2.676183,-0.076809675
533,0.024623042,-0.5621093
534,0.024623042,-0.5621093
535,-1.0491295,-0.011166376
536,-1.0491295,-0.011166376
537,-0.7783469,-0.2819491
538,-0.7783469,-0.2819491
539,-0.5169419,-0.020544073
540,-0.5169419,-0.020544073
541,0.024623042,-0.5621093
542,-0.2649145,0.77304864
543,-0.2649145,0.77304864
544,0.547433,-0.03929927
545,0.547433,-0.03929927
546,0.005868021,0.502266
547,0.005868021,0.502266
548,1.6305631,-1.1224298
549,1.0514878,1.5478861
550,1.0514878,1.5478861
551,1.5930529,1.0063208
552,1.5930529,1.0063208
553,-1.0491295,-0.011166376
554,-1.0491295,-0.011166376
555,-0.7783469,-0.2819491
556,-0.7783469,-0.2819491
557,-0.5169419,-0.020544073
558,-0.5169419,-0.020544073
559,0.024623042,-0.5621093
560,-0.2649145,0.77304864
561,-0.2649145,0.77304864
562,0.547433,-0.03929927
563,0.547433,-0.03929927
564,0.005868021,0.502266
565,0.005868021,0.502266
566,1.6305631,-1.1224298
567,1.0514878,1.5478861
568,1.0514878,1.5478861
569,1.5930529,1.0063208
570,1.5930529,1.0063208
571,-1.0491295,-0.011166376
572,-1.0491295,-0.011166376
573,-0.7783469,-0.2819491
574,-0.7783469,-0.2819491
575,-0.5169419,-0.020544073
576,-0.5169419,-0.020544073
577,0.024623042,-0.5621093
578,-0.2649145,0.77304864
579,-0.2649145,0.77304864
580,0.547433,-0.03929927
581,0.547433,-0.03929927
582,0.005868021,0.502266
583,0.005868021,0.502266
584,1.6305631,-1.1224298
585,1.0514878,1.5478861
586,1.0514878,1.5478861
587,1.5930529,1.0063208
588,1.5930529,1.0063208
589,-1.1845206,0.124224864
590,-1.1845206,0.124224864
591,-1.3829188,0.06121802
592,-1.0491295,-0.011166376
593,-1.0491295,-0.011166376
594,-1.3152232,-0.00647767
595,-1.3152232,-0.00647767
596,-1.3152232,-0.00647767
597,-1.3152232,-0.00647767
598,-1.3152232,-0.00647767
599,-1.3152232,-0.00647767
600,-1.3152232,-0.00647767
601,-1.3152232,-0.00647767
602,-1.3152232,-0.00647767
603,-1.3152232,-0.00647767
604,-1.3152232,-0.00647767
605,-1.3152232,-0.00647767
606,-1.3152232,-0.00647767
607,-1.3152232,-0.00647767
608,-1.3152232,-0.00647767
609,-1.0491295,-0.011166376
610,-1.0491295,-0.011166376
611,-1.3152232,-0.00647767
612,-1.3152232,-0.00647767
613,-1.3152232,-0.00647767
614,-1.3152232,-0.00647767
615,-1.3152232,-0.00647767
616,-1.3152232,-0.00647767
617,-1.3152232,-0.00647767
618,-1.3152232,-0.00647767
619,-1.3152232,-0.00647767
620,-1.3152232,-0.00647767
621,-1.0491295,-0.011166376
622,-1.3152232,-0.00647767
623,-1.3152232,-0.00647767
624,-1.3152232,-0.00647767
625,-1.3152232,-0.00647767
626,-1.3152232,-0.00647767
627,-1.0491295,-0.011166376
628,-1.3152232,-0.00647767
629,-1.3152232,-0.00647767
630,-1.0491295,-0.011166376
631,-1.3152232,-0.00647767
632,-1.3152232,-0.00647767
633,-0.7783469,-0.2819491
634,-1.3152232,-0.00647767
635,-1.0491295,-0.011166376
636,-1.0491295,-0.011166376
637,-1.3152232,-0.00647767
638,-1.3152232,-0.00647767
639,-1.3152232,-0.00647767
640,-1.3829188,0.06121802
641,-1.3152232,-0.00647767
642,-1.3152232,-0.00647767
643,-1.0491295,-0.011166376
644,-1.3152232,-0.00647767
645,-1.0491295,-0.011166376
646,-1.0491295,-0.011166376
647,-0.7783469,-0.2819491
648,-1.0491295,-0.011166376
649,-1.1845206,0.124224864
650,-1.3152232,-0.00647767
651,-1.0491295,-0.011166376
652,-1.3152232,-0.00647767
653,-1.1845206,0.124224864
654,-1.0491295,-0.011166376
655,-1.1845206,0.124224864
656,-1.1845206,0.124224864
657,-1.0491295,-0.011166376
658,-1.0491295,-0.011166376
659,-1.0491295,-0.011166376
660,-1.0491295,-0.011166376
661,-1.1845206,0.124224864
662,-1.1845206,0.124224864
663,-1.3152232,-0.00647767
664,-1.3152232,-0.00647767
665,-1.0491295,-0.011166376
666,-1.0491295,-0.011166376
667,-1.3152232,-0.00647767
668,-1.0491295,-0.011166376
669,-1.1845206,0.124224864
670,-1.3152232,-0.00647767
671,-1.0491295,-0.011166376
672,-1.1845206,0.124224864
673,-1.0491295,-0.011166376
674,-1.3152232,-0.00647767
675,-1.1845206,0.124224864
676,-1.3152232,-0.00647767
677,-1.0491295,-0.011166376
678,-1.1845206,0.124224864
679,-1.3152232,-0.00647767
680,-1.3152232,-0.00647767
681,-1.1845206,0.124224864
682,-1.3152232,-0.00647767
683,-1.1845206,0.124224864
684,-1.3152232,-0.00647767
685,-1.0491295,-0.011166376
686,-0.7877245,0.25023863
687,-1.0491295,-0.011166376
688,-1.0491295,-0.011166376
689,-1.0491295,-0.011166376
690,-1.0491295,-0.011166376
691,-1.1845206,0.124224864
692,-1.1845206,0.124224864
693,-0.7877245,0.25023863
694,-1.0491295,-0.011166376
695,-1.0491295,-0.011166376
696,-1.0491295,-0.011166376
697,-1.1845206,0.124224864
698,-0.7877245,0.25023863
699,-1.0491295,-0.011166376
700,-1.0491295,-0.011166376
701,-1.1845206,0.124224864
702,-1.0491295,-0.011166376
703,-0.7783469,-0.2819491
704,-1.0491295,-0.011166376
705,-1.0491295,-0.011166376
706,-1.0491295,-0.011166376
707,-0.7877245,0.25023863
708,-1.1845206,0.124224864
709,-1.0491295,-0.011166376
710,-1.0491295,-0.011166376
711,-1.3152232,-0.00647767
712,-1.0491295,-0.011166376
713,-1.0491295,-0.011166376
714,-0.7783469,-0.2819491
715,-1.0491295,-0.011166376
716,-1.3829188,0.06121802
717,-1.3829188,0.06121802
718,-1.0491295,-0.011166376
719,-1.0491295,-0.011166376
720,-1.0491295,-0.011166376
721,-1.0491295,-0.011166376
722,-1.0491295,-0.011166376
723,-1.0491295,-0.011166376
724,-1.0491295,-0.011166376
725,-1.0491295,-0.011166376
726,-0.7783469,-0.2819491
727,-1.0491295,-0.011166376
728,-1.0491295,-0.011166376
729,-1.3829188,0.06121802
730,-1.0491295,-0.011166376
731,-1.0491295,-0.011166376
732,-0.7783469,-0.2819491
733,-1.3152232,-0.00647767
734,-1.0491295,-0.011166376
735,-1.0491295,-0.011166376
736,-1.0491295,-0.011166376
737,-1.0491295,-0.011166376
738,-1.3152232,-0.00647767
739,-1.1845206,0.124224864
740,-1.3152232,-0.00647767
741,-1.0491295,-0.011166376
742,-1.0491295,-0.011166376
743,-1.0491295,-0.011166376
744,-1.0491295,-0.011166376
745,-1.3152232,-0.00647767
746,-1.0491295,-0.011166376
747,-1.0491295,-0.011166376
748,-1.0491295,-0.011166376
749,-1.0491295,-0.011166376
750,-1.0491295,-0.011166376
751,-1.0491295,-0.011166376
752,-0.7783469,-0.2819491
753,-1.0491295,-0.011166376
754,-0.7783469,-0.2819491
755,-1.0491295,-0.011166376
756,-0.7783469,-0.2819491
757,-0.7783469,-0.2819491
758,-1.0491295,-0.011166376
759,-1.0491295,-0.011166376
760,-0.7783469,-0.2819491
761,-0.7783469,-0.2819491
762,-1.0491295,-0.011166376
763,-0.7783469,-0.2819491
764,-1.0491295,-0.011166376
765,-1.1845206,0.124224864
766,0.024623042,-0.5621093
767,0.005868021,0.502266
768,-1.3152232,-0.00647767
769,-1.0491295,-0.011166376
770,-1.0491295,-0.011166376
771,-1.0491295,-0.011166376
772,-1.0491295,-0.011166376
773,-1.0491295,-0.011166376
774,0.005868021,0.502266
775,0.024623042,-0.5621093
776,-1.0491295,-0.011166376
777,-0.7783469,-0.2819491
778,-1.0491295,-0.011166376
779,-1.0491295,-0.011166376
780,-0.7783469,-0.2819491
781,0.005868021,0.502266
782,-1.0491295,-0.011166376
783,-1.0491295,-0.011166376
784,-0.7783469,-0.2819491
785,-1.0491295,-0.011166376
786,-1.0491295,-0.011166376
787,-1.3829188,0.06121802
788,-1.3829188,0.06121802
789,-1.0491295,-0.011166376
790,0.005868021,0.502266
791,-1.0491295,-0.011166376
792,-1.0491295,-0.011166376
793,-1.0491295,-0.011166376
794,-1.3829188,0.06121802
795,-1.0491295,-0.011166376
796,-0.7783469,-0.2819491
797,-1.0491295,-0.011166376
798,-0.7783469,-0.2819491
799,-0.7783469,-0.2819491
800,-0.7783469,-0.2819491
801,-0.7783469,-0.2819491
802,-1.0491295,-0.011166376
803,-0.7783469,-0.2819491
804,-0.7783469,-0.2819491
805,-1.0491295,-0.011166376
806,-1.0491295,-0.011166376
807,-1.0491295,-0.011166376
808,-0.7783469,-0.2819491
809,-1.0491295,-0.011166376
810,-1.0491295,-0.011166376
811,-1.0491295,-0.011166376
812,-1.0491295,-0.011166376
813,-0.7783469,-0.2819491
814,-1.0491295,-0.011166376
815,-1.0491295,-0.011166376
816,-0.7783469,-0.2819491
817,-1.0491295,-0.011166376
818,-1.0491295,-0.011166376
819,-1.0491295,-0.011166376
820,-1.0491295,-0.011166376
821,-1.0491295,-0.011166376
822,-0.7783469,-0.2819491
823,-1.0491295,-0.011166376
824,-1.0491295,-0.011166376
825,-1.0491295,-0.011166376
826,-0.7783469,-0.2819491
827,-0.7783469,-0.2819491
828,-1.3152232,-0.00647767
829,-0.7783469,-0.2819491
830,-1.0491295,-0.011166376
831,-1.0491295,-0.011166376
832,-1.0491295,-0.011166376
833,-1.0491295,-0.011166376
834,-1.0491295,-0.011166376
835,-1.0491295,-0.011166376
836,-1.0491295,-0.011166376
837,0.024623042,-0.5621093
838,-1.0491295,-0.011166376
839,-0.7783469,-0.2819491
840,-0.7783469,-0.2819491
841,-1.3152232,-0.00647767
842,-0.7783469,-0.2819491
843,-1.0491295,-0.011166376
844,-0.7783469,-0.2819491
845,-1.0491295,-0.011166376
846,-1.0491295,-0.011166376
847,-1.3152232,-0.00647767
848,-0.7877245,0.25023863
849,-0.7783469,-0.2819491
850,-0.7783469,-0.2819491
851,-0.7877245,0.25023863
852,-0.7783469,-0.2819491
853,-0.7783469,-0.2819491
854,-0.7783469,-0.2819491
855,-0.7877245,0.25023863
856,-0.7783469,-0.2819491
857,-0.7783469,-0.2819491
858,0.024623042,-0.5621093
859,-1.0491295,-0.011166376
860,-0.7783469,-0.2819491
861,-0.7783469,-0.2819491
862,-0.7877245,0.25023863
863,-0.7783469,-0.2819491
864,-0.7783469,-0.2819491
865,-1.0491295,-0.011166376
866,-0.7783469,-0.2819491
867,1.6305631,-1.1224298
868,-1.3152232,-0.00647767
869,-0.7783469,-0.2819491
870,-0.7783469,-0.2819491
871,-0.7783469,-0.2819491
872,-0.7783469,-0.2819491
873,-1.0491295,-0.011166376
874,-0.7877245,0.25023863
875,-0.7877245,0.25023863
876,-0.7783469,-0.2819491
877,-0.7783469,-0.2819491
878,-0.7877245,0.25023863
879,-0.7783469,-0.2819491
880,-0.7783469,-0.2819491
881,1.6305631,-1.1224298
882,-1.0491295,-0.011166376
883,-0.7877245,0.25023863
884,-0.7783469,-0.2819491
885,-0.7783469,-0.2819491
886,-0.7877245,0.25023863
887,-0.7783469,-0.2819491
888,-0.7783469,-0.2819491
889,-0.7783469,-0.2819491
890,-0.7783469,-0.2819491
891,-0.7783469,-0.2819491
892,0.024623042,-0.5621093
893,-0.7783469,-0.2819491
894,-0.7783469,-0.2819491
895,-0.7783469,-0.2819491
896,-0.7783469,-0.2819491
897,0.024623042,-0.5621093
898,-0.7783469,-0.2819491
899,0.024623042,-0.5621093
900,0.024623042,-0.5621093
901,-0.7783469,-0.2819491
902,-0.7783469,-0.2819491
903,0.015245535,-0.029921647
904,-0.7783469,-0.2819491
905,0.024623042,-0.5621093
906,-0.7783469,-0.2819491
907,0.015245535,-0.029921647
908,0.024623042,-0.5621093
909,0.024623042,-0.5621093
