,Component_1,Component_2
910,-0.5169419,-0.020544073
911,-0.5169419,-0.020544073
912,0.015245535,-0.029921647
913,-0.5169419,-0.020544073
914,-0.5169419,-0.020544073
915,-0.5169419,-0.020544073
916,-0.5169419,-0.020544073
917,-0.5169419,-0.020544073
918,-0.5169419,-0.020544073
919,0.547433,-0.03929927
920,-0.5169419,-0.020544073
921,-0.5169419,-0.020544073
922,-0.5169419,-0.020544073
923,0.024623042,-0.5621093
924,-0.7877245,0.25023863
925,-0.5169419,-0.020544073
926,0.015245535,-0.029921647
927,-0.5169419,-0.020544073
928,-0.5169419,-0.020544073
929,-0.7877245,0.25023863
930,0.024623042,-0.5621093
931,-0.5169419,-0.020544073
932,0.015245535,-0.029921647
933,-0.5169419,-0.020544073
934,-0.5169419,-0.020544073
935,-0.5169419,-0.020544073
936,-0.5169419,-0.020544073
937,-0.5169419,-0.020544073
938,-0.7877245,0.25023863
939,-0.5169419,-0.020544073
940,-0.7783469,-0.2819491
941,-0.5169419,-0.020544073
942,-0.5169419,-0.020544073
943,-0.5169419,-0.020544073
944,-0.5169419,-0.020544073
945,0.547433,-0.03929927
946,0.547433,-0.03929927
947,0.547433,-0.03929927
948,0.024623042,-0.5621093
949,-0.5169419,-0.020544073
950,-1.0491295,-0.011166376
951,-0.5169419,-0.020544073
952,0.024623042,-0.5621093
953,2.676183,-0.076809675
954,-0.2649145,0.77304864
955,-0.5169419,-0.020544073
956,-0.5169419,-0.020544073
957,0.547433,-0.03929927
958,-0.5169419,-0.020544073
959,0.547433,-0.03929927
960,-0.5169419,-0.020544073
961,-0.5169419,-0.020544073
962,-0.7877245,0.25023863
963,1.5930529,1.0063208
964,0.005868021,0.502266
965,-0.5169419,-0.020544073
966,-0.7877245,0.25023863
967,0.005868021,0.502266
968,-0.5169419,-0.020544073
969,0.024623042,-0.5621093
970,0.015245535,-0.029921647
971,0.005868021,0.502266
972,0.547433,-0.03929927
973,-0.5169419,-0.020544073
974,0.015245535,-0.029921647
975,0.024623042,-0.5621093
976,-0.5169419,-0.020544073
977,0.015245535,-0.029921647
978,-0.5169419,-0.020544073
979,0.015245535,-0.029921647
980,-0.5169419,-0.020544073
981,0.024623042,-0.5621093
982,-0.5169419,-0.020544073
983,0.015245535,-0.029921647
984,0.005868021,0.502266
985,-0.2649145,0.77304864
986,0.547433,-0.03929927
987,-0.5169419,-0.020544073
988,0.015245535,-0.029921647
989,2.676183,-0.076809675
990,0.024623042,-0.5621093
991,0.547433,-0.03929927
992,-0.5169419,-0.020544073
993,1.5930529,1.0063208
994,0.024623042,-0.5621093
995,-0.5169419,-0.020544073
996,1.5930529,1.0063208
997,0.005868021,0.502266
998,1.5930529,1.0063208
999,0.005868021,0.502266
1000,0.024623042,-0.5621093
1001,0.547433,-0.03929927
1002,0.024623042,-0.5621093
1003,-0.5169419,-0.020544073
1004,-0.5169419,-0.020544073
1005,-0.5169419,-0.020544073
1006,0.547433,-0.03929927
1007,-0.5169419,-0.020544073
1008,0.024623042,-0.5621093
1009,-0.5169419,-0.020544073
1010,0.024623042,-0.5621093
1011,0.024623042,-0.5621093
1012,-0.5169419,-0.020544073
1013,-0.5169419,-0.020544073
1014,0.024623042,-0.5621093
1015,-0.5169419,-0.020544073
1016,-0.5169419,-0.020544073
1017,1.5930529,1.0063208
1018,-0.5169419,-0.020544073
1019,-0.2649145,0.77304864
1020,1.5930529,1.0063208
1021,-0.5169419,-0.020544073
1022,-0.5169419,-0.020544073
1023,0.547433,-0.03929927
1024,-0.5169419,-0.020544073
1025,0.024623042,-0.5621093
1026,0.005868021,0.502266
1027,0.015245535,-0.029921647
1028,0.024623042,-0.5621093
1029,1.6305631,-1.1224298
1030,0.024623042,-0.5621093
1031,2.676183,-0.076809675
1032,-0.5169419,-0.020544073
1033,0.024623042,-0.5621093
1034,-0.2649145,0.77304864
1035,-0.2649145,0.77304864
1036,0.015245535,-0.029921647
1037,1.5930529,1.0063208
1038,0.547433,-0.03929927
1039,0.547433,-0.03929927
1040,0.024623042,-0.5621093
1041,0.005868021,0.502266
1042,-0.5169419,-0.020544073
1043,1.6305631,-1.1224298
1044,-0.2649145,0.77304864
1045,1.5930529,1.0063208
1046,0.024623042,-0.5621093
1047,0.005868021,0.502266
1048,1.5930529,1.0063208
1049,0.024623042,-0.5621093
1050,0.547433,-0.03929927
1051,-0.2649145,0.77304864
1052,1.6305631,-1.1224298
1053,0.005868021,0.502266
1054,-0.7877245,0.25023863
1055,0.547433,-0.03929927
1056,0.024623042,-0.5621093
1057,0.015245535,-0.029921647
1058,0.015245535,-0.029921647
1059,0.024623042,-0.5621093
1060,0.547433,-0.03929927
1061,1.5930529,1.0063208
1062,0.015245535,-0.029921647
1063,0.005868021,0.502266
1064,0.015245535,-0.029921647
1065,1.6305631,-1.1224298
1066,0.015245535,-0.029921647
1067,0.005868021,0.502266
1068,0.005868021,0.502266
1069,-0.2649145,0.77304864
1070,0.547433,-0.03929927
1071,0.015245535,-0.029921647
1072,-0.7877245,0.25023863
1073,0.015245535,-0.029921647
1074,2.676183,-0.076809675
1075,1.5930529,1.0063208
1076,1.6305631,-1.1224298
1077,0.547433,-0.03929927
1078,1.5930529,1.0063208
1079,1.5930529,1.0063208
1080,0.015245535,-0.029921647
1081,0.005868021,0.502266
1082,0.015245535,-0.029921647
1083,0.547433,-0.03929927
1084,1.6305631,-1.1224298
1085,1.6305631,-1.1224298
1086,1.6305631,-1.1224298
1087,0.015245535,-0.029921647
1088,0.015245535,-0.029921647
1089,0.547433,-0.03929927
1090,0.015245535,-0.029921647
1091,0.015245535,-0.029921647
1092,0.015245535,-0.029921647
1093,1.5930529,1.0063208
1094,0.015245535,-0.029921647
1095,0.547433,-0.03929927
1096,0.015245535,-0.029921647
1097,0.005868021,0.502266
1098,2.676183,-0.076809675
1099,2.676183,-0.076809675
1100,2.676183,-0.076809675
1101,0.547433,-0.03929927
1102,2.676183,-0.076809675
1103,0.015245535,-0.029921647
1104,0.005868021,0.502266
1105,0.015245535,-0.029921647
1106,0.547433,-0.03929927
1107,2.676183,-0.076809675
1108,2.676183,-0.076809675
1109,2.676183,-0.076809675
1110,2.676183,-0.076809675
1111,0.547433,-0.03929927
1112,0.015245535,-0.029921647
1113,0.015245535,-0.029921647
1114,1.6305631,-1.1224298
1115,1.5930529,1.0063208
1116,0.547433,-0.03929927
1117,2.676183,-0.076809675
1118,1.5930529,1.0063208
1119,2.676183,-0.076809675
1120,0.547433,-0.03929927
1121,2.676183,-0.076809675
1122,2.676183,-0.076809675
1123,2.676183,-0.076809675
1124,1.5930529,1.0063208
1125,-0.5169419,-0.020544073
1126,2.676183,-0.076809675
1127,-0.5169419,-0.020544073
1128,1.5930529,1.0063208
1129,1.5930529,1.0063208
1130,0.547433,-0.03929927
1131,1.5930529,1.0063208
1132,2.676183,-0.076809675
1133,2.676183,-0.076809675
1134,2.676183,-0.076809675
1135,2.676183,-0.076809675
1136,2.676183,-0.076809675
1137,0.547433,-0.03929927
1138,2.676183,-0.076809675
1139,2.676183,-0.076809675
1140,2.676183,-0.076809675
1141,2.676183,-0.076809675
1142,2.676183,-0.076809675
1143,1.5930529,1.0063208
1144,2.676183,-0.076809675
1145,2.676183,-0.076809675
1146,1.5930529,1.0063208
1147,2.676183,-0.076809675
1148,2.676183,-0.076809675
1149,2.676183,-0.076809675
1150,1.5930529,1.0063208
1151,2.676183,-0.076809675
1152,1.5930529,1.0063208
1153,2.676183,-0.076809675
1154,2.676183,-0.076809675
1155,2.676183,-0.076809675
1156,2.676183,-0.076809675
1157,2.676183,-0.076809675
1158,2.676183,-0.076809675
1159,2.676183,-0.076809675
1160,2.676183,-0.076809675
1161,2.676183,-0.076809675
1162,2.433533,-1.40259
1163,2.433533,-1.40259
1164,2.676183,-0.076809675
1165,2.676183,-0.076809675
1166,2.676183,-0.076809675
1167,1.5930529,1.0063208
1168,2.676183,-0.076809675
1169,1.5930529,1.0063208
1170,2.433533,-1.40259
1171,2.676183,-0.076809675
1172,1.5930529,1.0063208
1173,1.5930529,1.0063208
1174,2.433533,-1.40259
1175,1.5930529,1.0063208
1176,2.433533,-1.40259
1177,2.433533,-1.40259
1178,1.5930529,1.0063208
1179,2.433533,-1.40259
1180,1.0514878,1.5478861
1181,2.676183,-0.076809675
1182,2.676183,-0.076809675
1183,1.5930529,1.0063208
1184,2.433533,-1.40259
1185,2.676183,-0.076809675
1186,2.676183,-0.076809675
1187,2.433533,-1.40259
1188,1.5930529,1.0063208
1189,2.676183,-0.076809675
1190,2.676183,-0.076809675
1191,2.676183,-0.076809675
1192,2.676183,-0.076809675
1193,2.676183,-0.076809675
1194,1.0514878,1.5478861
1195,2.676183,-0.076809675
1196,2.676183,-0.076809675
1197,1.5930529,1.0063208
1198,0.808838,0.22210576
1199,2.676183,-0.076809675
1200,2.433533,-1.40259
1201,2.676183,-0.076809675
1202,2.676183,-0.076809675
1203,2.676183,-0.076809675
1204,2.676183,-0.076809675
1205,1.5930529,1.0063208
1206,2.676183,-0.076809675
1207,2.676183,-0.076809675
1208,2.433533,-1.40259
1209,2.676183,-0.076809675
1210,2.433533,-1.40259
1211,2.676183,-0.076809675
1212,2.676183,-0.076809675
1213,2.676183,-0.076809675
1214,2.676183,-0.076809675
1215,1.0514878,1.5478861
1216,1.5930529,1.006321
1217,2.676183,-0.076809675
1218,1.0514878,1.5478861
1219,2.676183,-0.076809675
1220,1.5930529,1.006321
1221,2.676183,-0.076809675
1222,2.676183,-0.076809675
1223,2.676183,-0.076809675
1224,2.676183,-0.076809675
1225,1.0514878,1.5478861
1226,1.5930529,1.006321
1227,1.0514878,1.5478861
1228,1.5930529,1.006321
