,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
253,-0.031950187,-0.06949057,0.3756439,0.20844842,-0.30660817,0.3500783,1.0101813
254,-0.031950187,-0.06949057,0.3756439,0.20844842,-0.30660817,0.3500783,1.0101813
255,-0.031950187,-0.06949057,0.3756439,0.20844842,-0.30660817,0.3500783,1.0101813
256,-0.8024532,0.27059543,-0.1600172,0.14777255,0.14415693,0.37356097,0.9975419
257,-0.8024532,0.27059543,-0.1600172,0.14777255,0.14415693,0.37356097,0.9975419
258,-0.013943097,0.40399033,-0.290107,0.043898944,0.32986888,0.42102078,0.9906057
259,-0.013943097,0.40399033,-0.290107,0.043898944,0.32986888,0.42102078,0.9906057
260,1.5630778,0.6707804,-0.5502868,-0.1638484,0.7012927,0.5159403,0.9767332
261,1.5630778,0.6707804,-0.5502868,-0.1638484,0.7012927,0.5159403,0.9767332
262,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
263,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
264,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
265,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
266,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
267,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
268,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
269,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
270,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
271,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
272,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
273,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
274,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
275,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
276,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
277,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
278,-1.1363155,0.47569433,0.3677301,-0.5215425,-0.049325984,-0.07332535,-0.015077997
